Front,Back,Week,Status,Frequency,PartOfSpeech
German for: on (উপর বা চালু),auf | plural: — | IPA: ˈaʊf | Die Kinder spielen auf der Straße. | The children play on the street. | বাংলা সহায়তা: “উপর বা চালু” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,active,very common,preposition
German for: above (উপরে),über | plural: — | IPA: ˈʏbɜ | Er wohnt im zweiten Stock über Familie Meier. | He lives on the second floor above the Meier family. | বাংলা সহায়তা: “উপরে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,common,adjective/adverb/other
German for: over (পার হয়ে যাওয়া),über | plural: — | IPA: ˈʏbɜ | Sind Sie über 18? | Are you over 18? | বাংলা সহায়তা: “পার হয়ে যাওয়া” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,common,adjective/adverb/other
German for: to stay overnight (থাকা রাতারাতি),übernachten | plural: — | IPA: ˌyːbɜnˈaxtən | Du kannst bei mir übernachten. | You can stay at mine overnight. | বাংলা সহায়তা: “থাকা রাতারাতি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,common,verb
German for: to transfer (স্থানান্তর),überweisen | plural: — | IPA: ˌyːbɜvˈaɪzən | Sie können das Geld auch überweisen. | You can also transfer the money. | বাংলা সহায়তা: “স্থানান্তর” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,common,verb
German for: o'clock / am / pm (পূর্বাহ্ণ); include article and plural,Uhr | plural: — | IPA: diː ˈuːɾ | Es ist vier Uhr. | It is four o’clock. | বাংলা সহায়তা: “পূর্বাহ্ণ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,common,noun
German for: around (চারপাশ),um | plural: — | IPA: ˈʊm | Da kommt er gerade um die Ecke. | Here he comes around the corner now. | বাংলা সহায়তা: “চারপাশ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,common,adjective/adverb/other
German for: to move (residence) (চাল),umziehen | plural: — | IPA: ʊmtsˈiːən | Nächsten Monat ziehen wir um. | Next month we are moving. | বাংলা সহায়তা: “চাল” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,verb
German for: our (আমাদের),unser- | plural: — | IPA: ˈʊnzɜ | Das ist unsere Lehrerin. | That is our teacher. | বাংলা সহায়তা: “আমাদের” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,adjective/adverb/other
German for: at the bottom (-এ বা কাছে তলা),unten | plural: — | IPA: ˈʊntən | Er wohnt ganz unten im Haus. | He lives right at the bottom of the house. | বাংলা সহায়তা: “-এ বা কাছে তলা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,adjective/adverb/other
German for: below (নিচে),unter | plural: — | IPA: ˈʊntɜ | Unter uns wohnt eine Familie mit drei Kindern. | Below us lives a family with three children. | বাংলা সহায়তা: “নিচে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,adjective/adverb/other
German for: class (শ্রেনী); include article and plural,Unterricht | plural: — | IPA: dɛɾ ˌʊntɜrˈɪçt | Wir haben Unterricht von 8:00 bis 12:00 Uhr. | We have classes from 8 am until 12 pm. | বাংলা সহায়তা: “শ্রেনী” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,noun
German for: to sign (চিহ্ন),unterschreiben | plural: — | IPA: ˌʊntɜʃrˈaɪbən | Wo muss ich unterschreiben? | Where do I need to sign? | বাংলা সহায়তা: “চিহ্ন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,verb
German for: signature (স্বাক্ষর); include article and plural,Unterschrift | plural: — | IPA: diː ˌʊntɜʃrˈɪft | Hier fehlt noch Ihre Unterschrift. | Your signature is missing here. | বাংলা সহায়তা: “স্বাক্ষর” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,noun
German for: holiday (ছুটির দিন); include article and plural,Urlaub | plural: — | IPA: dɛɾ ˈuːɾlaʊp | Ich nehme im September Urlaub. | I’m taking holiday in September. | বাংলা সহায়তা: “ছুটির দিন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,noun
German for: forbidden (নিষিদ্ধ),verboten | plural: — | IPA: fɛɾbˈoːtən | Hier ist Rauchen verboten. | Smoking is forbidden here. | বাংলা সহায়তা: “নিষিদ্ধ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,adjective/adverb/other
German for: to earn (আয় করা),"verdienen | plural: — | IPA: fɛɾdˈiːnən | Ich verdiene 1.500 Euro im Monat. | I earn 1,500 euros per month. | বাংলা সহায়তা: “আয় করা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",7,recognition,common,verb
German for: club (ক্লাব); include article and plural,Verein | plural: — | IPA: dɛɾ fɛrˈaɪn | Es gibt einen neuen Sportverein in der Stadt. | There is a new sports club in the town. | বাংলা সহায়তা: “ক্লাব” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,noun
German for: married (বিবাহিত),verheiratet | plural: — | IPA: fɛɾhaɪrˈɑːtət | Ich bin verheiratet und habe drei Kinder. | I am married and have three children. | বাংলা সহায়তা: “বিবাহিত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,adjective/adverb/other
German for: to sell (বিক্রি করা),verkaufen | plural: — | IPA: fɛɾkˈaʊfən | Er verkauft sein altes Auto. | He is selling his old car. | বাংলা সহায়তা: “বিক্রি করা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,verb
German for: salesperson (salesperson (ইংরেজি অর্থটি সহায়ক হিসেবে রাখা হয়েছে)); include article and plural,Verkäufer | plural: – | IPA: dɛɾ fɛɾkˈɔøfɜ | Meine Mutter ist Verkäuferin im Kaufhaus. | My mother is a saleswoman in a department store. | বাংলা সহায়তা: “salesperson (ইংরেজি অর্থটি সহায়ক হিসেবে রাখা হয়েছে)” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,noun
German for: to rent out (ভাড়া বাইরে),vermieten | plural: — | IPA: fɛɾmˈiːtən | Die Wohnung ist schon vermietet. | The flat is already rented out. | বাংলা সহায়তা: “ভাড়া বাইরে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,verb
German for: landlord (বাড়ির মালিক); include article and plural,"Vermieter | plural: — | IPA: dɛɾ fɛɾmˈiːtɜ | Unser Vermieter heißt Huber. Er wohnt auch hier. | Our landlord is called Huber. He lives here, too. | বাংলা সহায়তা: “বাড়ির মালিক” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",7,recognition,common,noun
German for: relative (তুলনায়); include article and plural,Verwandte | plural: -n | IPA: dɛɾ fɛɾvˈantə | Peter besucht seine Verwandten in Polen. | Peter visits his relatives in Poland. | বাংলা সহায়তা: “তুলনায়” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,noun
German for: a lot (অনেক),viel | plural: — | IPA: fˈiːl | Hier regnet es viel. | It rains a lot here. | বাংলা সহায়তা: “অনেক” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,noun/phrase
German for: perhaps / may(be) (সম্ভবত),vielleicht | plural: — | IPA: fiːllˈaɪçt | Ich komme vielleicht mit dem Bus. | I may come by bus. | বাংলা সহায়তা: “সম্ভবত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,recognition,common,adjective/adverb/other
